Symbol,Name,ISIN,Exchange
MITCON.NS,MITCON Consultancy & Engineering Services Limited,INE828O01033,NSE
MITTAL.NS,Mittal Life Style Limited,INE997Y01027,NSE
MKPL.NS,M K Proteins Limited,INE964W01021,NSE
MMFL.NS,MM Forgings Limited,INE227C01017,NSE
MMP.NS,MMP Industries Limited,INE511Y01018,NSE
MMTC.NS,MMTC Limited,INE123F01029,NSE
MMWL.NS,Media Matrix Worldwide Limited,INE200D01020,NSE
MOBIKWIK.NS,One Mobikwik Systems Limited,INE0HLU01028,NSE
MODINATUR.NS,Modi Naturals Limited,INE537F01012,NSE
MODIRUBBER.NS,Modi Rubber Limited,INE832A01018,NSE
MODIS.NS,Modis Navnirman Limited,INE0L0L01012,NSE
MODISONLTD.NS,MODISON LIMITED,INE737D01021,NSE
MODTHREAD.NS,Modern Threads (India) Limited,INE794W01014,NSE
MOHITIND.NS,Mohit Industries Limited,INE954E01012,NSE
MOIL.NS,MOIL Limited,INE490G01020,NSE
MOKSH.NS,Moksh Ornaments Limited,INE514Y01020,NSE
MOL.NS,Meghmani Organics Limited,INE0CT101020,NSE
MOLDTECH.NS,Mold-Tek Technologies Limited,INE835B01035,NSE
MOLDTKPAC.NS,Mold-Tek Packaging Limited,INE893J01029,NSE
MONARCH.NS,Monarch Networth Capital Limited,INE903D01011,NSE
MONEYBOXX.NS,Moneyboxx Finance Limited,INE296Q01012,NSE
MONTECARLO.NS,Monte Carlo Fashions Limited,INE950M01013,NSE
MOREPENLAB.NS,Morepen Laboratories Limited,INE083A01026,NSE
MOSCHIP.NS,Moschip Technologies Limited,INE935B01025,NSE
MOTHERSON.NS,Samvardhana Motherson International Limited,INE775A01035,NSE
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,INE338I01027,NSE
MOTISONS.NS,Motisons Jewellers Limited,INE0FRK01020,NSE
MOTOGENFIN.NS,The Motor & General Finance Limited,INE861B01023,NSE
MPHASIS.NS,MphasiS Limited,INE356A01018,NSE
MPSLTD.NS,MPS Limited,INE943D01017,NSE
MRF.NS,MRF Limited,INE883A01011,NSE
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,INE103A01014,NSE
MSPL.NS,MSP Steel & Power Limited,INE752G01015,NSE
MSTCLTD.NS,Mstc Limited,INE255X01014,NSE
MSUMI.NS,Motherson Sumi Wiring India Limited,INE0FS801015,NSE
MTARTECH.NS,Mtar Technologies Limited,INE864I01014,NSE
MTNL.NS,Mahanagar Telephone Nigam Limited,INE153A01019,NSE
MUFIN.NS,Mufin Green Finance Limited,INE08KJ01020,NSE
MUFTI.NS,Credo Brands Marketing Limited,INE220Q01020,NSE
MUKANDLTD.NS,Mukand Limited,INE304A01026,NSE
MUKKA.NS,Mukka Proteins Limited,INE0CG401037,NSE
MUKTAARTS.NS,Mukta Arts Limited,INE374B01019,NSE
MUNJALAU.NS,Munjal Auto Industries Limited,INE672B01032,NSE
MUNJALSHOW.NS,Munjal Showa Limited,INE577A01027,NSE
MURUDCERA.NS,Murudeshwar Ceramics Limited,INE692B01014,NSE
MUTHOOTCAP.NS,Muthoot Capital Services Limited,INE296G01013,NSE
MUTHOOTFIN.NS,Muthoot Finance Limited,INE414G01012,NSE
MUTHOOTMF.NS,Muthoot Microfin Limited,INE046W01019,NSE
MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,INE0KNT01012,NSE
MWL.NS,Mangalam Worldwide Limited,INE0JYY01011,NSE
NACLIND.NS,NACL Industries Limited,INE295D01020,NSE
NAGREEKEXP.NS,Nagreeka Exports Limited,INE123B01028,NSE
NAHARCAP.NS,Nahar Capital and Financial Services Limited,INE049I01012,NSE
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,INE289A01011,NSE
NAHARPOLY.NS,Nahar Poly Films Limited,INE308A01027,NSE
NAM-INDIA.NS,Nippon Life India Asset Management Limited,INE298J01013,NSE
NARMADA.NS,Narmada Agrobase Limited,INE117Z01011,NSE
NATCAPSUQ.NS,Natural Capsules Limited,INE936B01015,NSE
NATCOPHARM.NS,Natco Pharma Limited,INE987B01026,NSE
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,INE448G01010,NSE
NATIONALUM.NS,National Aluminium Company Limited,INE139A01034,NSE
NATIONSTD.NS,National Standard (India) Limited,INE166R01015,NSE
NAUKRI.NS,Info Edge (India) Limited,INE663F01032,NSE
NAVA.NS,NAVA LIMITED,INE725A01030,NSE
NAVINFLUOR.NS,Navin Fluorine International Limited,INE048G01026,NSE
NAVKARCORP.NS,Navkar Corporation Limited,INE278M01019,NSE
NAVKARURB.NS,Navkar Urbanstructure Limited,INE268H01044,NSE
NAVNETEDUL.NS,Navneet Education Limited,INE060A01024,NSE
NAZARA.NS,Nazara Technologies Limited,INE418L01047,NSE
NBCC.NS,NBCC (India) Limited,INE095N01031,NSE
NBIFIN.NS,N. B. I. Industrial Finance Company Limited,INE365I01020,NSE
NCC.NS,NCC Limited,INE868B01028,NSE
NCLIND.NS,NCL Industries Limited,INE732C01016,NSE
NDGL.NS,Naga Dhunseri Group Limited,INE756C01015,NSE
NDL.NS,Nandan Denim Limited,INE875G01048,NSE
NDLVENTURE.NS,NDL Ventures Limited,INE353A01023,NSE
NDRAUTO.NS,Ndr Auto Components Limited,INE07OG01012,NSE
NDTV.NS,New Delhi Television Limited,INE155G01029,NSE
NEAGI.NS,Neelamalai Agro Industries Limited,INE605D01012,NSE
NECCLTD.NS,North Eastern Carrying Corporation Limited,INE553C01016,NSE
NELCAST.NS,Nelcast Limited,INE189I01024,NSE
NELCO.NS,NELCO Limited,INE045B01015,NSE
NEOGEN.NS,Neogen Chemicals Limited,INE136S01016,NSE
NEPHROPLUS.NS,Nephrocare Health Services Limited,INE428V01029,NSE
NESCO.NS,Nesco Limited,INE317F01035,NSE
NESTLEIND.NS,Nestle India Limited,INE239A01024,NSE
NETWEB.NS,Netweb Technologies India Limited,INE0NT901020,NSE
NETWORK18.NS,Network18 Media & Investments Limited,INE870H01013,NSE
NEULANDLAB.NS,Neuland Laboratories Limited,INE794A01010,NSE
NEWGEN.NS,Newgen Software Technologies Limited,INE619B01017,NSE
NEXTMEDIA.NS,Next Mediaworks Limited,INE747B01016,NSE
NFL.NS,National Fertilizers Limited,INE870D01012,NSE
NGIL.NS,Nakoda Group of Industries Limited,INE236Y01012,NSE
NGLFINE.NS,NGL Fine-Chem Limited,INE887E01022,NSE
NH.NS,Narayana Hrudayalaya Ltd.,INE410P01011,NSE
NHPC.NS,NHPC Limited,INE848E01016,NSE
NIACL.NS,The New India Assurance Company Limited,INE470Y01017,NSE
NIBE.NS,NIBE Limited,INE149O01018,NSE
NIBL.NS,NRB Industrial Bearings Limited,INE047O01014,NSE
NIITLTD.NS,NIIT Limited,INE161A01038,NSE
NIITMTS.NS,NIIT Learning Systems Limited,INE342G01023,NSE
NILAINFRA.NS,Nila Infrastructures Limited,INE937C01029,NSE
NILASPACES.NS,Nila Spaces Limited,INE00S901012,NSE
NILE.NS,Nile Limited,INE445D01013,NSE
NILKAMAL.NS,Nilkamal Limited,INE310A01015,NSE
NIMBSPROJ.NS,Nimbus Projects Limited,INE875B01015,NSE
NIPPOBATRY.NS,Indo-National Limited,INE567A01028,NSE
NIRAJ.NS,Niraj Cement Structurals Limited,INE368I01016,NSE
NIRLON.NS,Nirlon Limited,INE910A01012,NSE
NITCO.NS,Nitco Limited,INE858F01012,NSE
NITINSPIN.NS,Nitin Spinners Limited,INE229H01012,NSE
NITIRAJ.NS,Nitiraj Engineers Limited,INE439T01012,NSE
NITTAGELA.NS,Nitta Gelatin India Limited,INE265B01019,NSE
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,INE995S01015,NSE
NKIND.NS,NK Industries Limited,INE542C01019,NSE
NLCINDIA.NS,NLC India Limited,INE589A01014,NSE
NMDC.NS,NMDC Limited,INE584A01023,NSE
NOCIL.NS,NOCIL Limited,INE163A01018,NSE
NOIDATOLL.NS,Noida Toll Bridge Company Limited,INE781B01015,NSE
NORBTEAEXP.NS,Norben Tea & Exports Limited,INE369C01017,NSE
NORTHARC.NS,Northern Arc Capital Limited,INE850M01015,NSE
NOVAAGRI.NS,Nova Agritech Limited,INE02H701025,NSE
NOVARTIND.NS,Novartis India Limited,INE234A01025,NSE
NPST.NS,Network People Services Technologies Limited,INE0FFK01017,NSE
NRAIL.NS,N R Agarwal Industries Limited,INE740D01017,NSE
NRBBEARING.NS,NRB Bearing Limited,INE349A01021,NSE
NRL.NS,Nupur Recyclers Limited,INE0JM501013,NSE
NSIL.NS,Nalwa Sons Investments Limited,INE023A01030,NSE
NSLNISP.NS,NMDC Steel Limited,INE0NNS01018,NSE
NTPC.NS,NTPC Limited,INE733E01010,NSE
NTPCGREEN.NS,NTPC Green Energy Limited,INE0ONG01011,NSE
NUCLEUS.NS,Nucleus Software Exports Limited,INE096B01018,NSE
NURECA.NS,Nureca Limited,INE0DSF01015,NSE
NUVAMA.NS,Nuvama Wealth Management Limited,INE531F01023,NSE
NUVOCO.NS,Nuvoco Vistas Corporation Limited,INE118D01016,NSE
NYKAA.NS,FSN E-Commerce Ventures Limited,INE388Y01029,NSE
OAL.NS,Oriental Aromatics Limited,INE959C01023,NSE
OBCL.NS,Orissa Bengal Carrier Limited,INE426Z01016,NSE
OBEROIRLTY.NS,Oberoi Realty Limited,INE093I01010,NSE
OCCLLTD.NS,OCCL Limited,INE0PK601023,NSE
OFSS.NS,Oracle Financial Services Software Limited,INE881D01027,NSE
OIL.NS,Oil India Limited,INE274J01014,NSE
OLAELEC.NS,Ola Electric Mobility Limited,INE0LXG01040,NSE
OLECTRA.NS,Olectra Greentech Limited,INE260D01016,NSE
OMAXE.NS,Omaxe Limited,INE800H01010,NSE
OMFREIGHT.NS,Om Freight Forwarders Limited,INE1BZC01019,NSE
OMINFRAL.NS,OM INFRA LIMITED,INE239D01028,NSE
OMNI.NS,Omnitech Engineering Limited,INE0UH301010,NSE
OMPOWER.NS,Om Power Transmission Limited,INE25E901019,NSE
ONELIFECAP.NS,Onelife Capital Advisors Limited,INE912L01015,NSE
ONEPOINT.NS,One Point One Solutions Limited,INE840Y01029,NSE
ONESOURCE.NS,Onesource Specialty Pharma Limited,INE013P01021,NSE
ONGC.NS,Oil & Natural Gas Corporation Limited,INE213A01029,NSE
ONMOBILE.NS,OnMobile Global Limited,INE809I01019,NSE
ONWARDTEC.NS,Onward Technologies Limited,INE229A01017,NSE
OPTIEMUS.NS,Optiemus Infracom Limited,INE350C01017,NSE
ORBTEXP.NS,Orbit Exports Limited,INE231G01010,NSE
ORCHASP.NS,Orchasp Limited,INE215B01022,NSE
ORCHPHARMA.NS,Orchid Pharma Limited,INE191A01027,NSE
ORICONENT.NS,Oricon Enterprises Limited,INE730A01022,NSE
ORIENTALTL.NS,Oriental Trimex Limited,INE998H01012,NSE
ORIENTBELL.NS,Orient Bell Limited,INE607D01018,NSE
ORIENTCEM.NS,Orient Cement Limited,INE876N01018,NSE
ORIENTCER.NS,ORIENT CERATECH LIMITED,INE569C01020,NSE
ORIENTELEC.NS,Orient Electric Limited,INE142Z01019,NSE
ORIENTHOT.NS,Oriental Hotels Limited,INE750A01020,NSE
ORIENTLTD.NS,Orient Press Limited,INE609C01024,NSE
ORIENTPPR.NS,Orient Paper & Industries Limited,INE592A01026,NSE
ORIENTTECH.NS,Orient Technologies Limited,INE0PPK01015,NSE
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,INE725E01024,NSE
ORKLAINDIA.NS,Orkla India Limited,INE16NZ01023,NSE
OSWALGREEN.NS,Oswal Greentech Limited,INE143A01010,NSE
OSWALPUMPS.NS,Oswal Pumps Limited,INE0BYP01024,NSE
OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited,INE00IK01029,NSE
PACEDIGITK.NS,Pace Digitek Limited,INE0S3G01027,NSE
PAGEIND.NS,Page Industries Limited,INE761H01022,NSE
PAISALO.NS,Paisalo Digital Limited,INE420C01059,NSE
PAKKA.NS,PAKKA LIMITED,INE551D01018,NSE
PALASHSECU.NS,Palash Securities Limited,INE471W01019,NSE
PANACEABIO.NS,Panacea Biotec Limited,INE922B01023,NSE
PANAMAPET.NS,Panama Petrochem Limited,INE305C01029,NSE
PANSARI.NS,Pansari Developers Limited,INE697V01011,NSE
PAR.NS,Par Drugs And Chemicals Limited,INE04LG01015,NSE
PARACABLES.NS,Paramount Communications Limited,INE074B01023,NSE
PARADEEP.NS,Paradeep Phosphates Limited,INE088F01024,NSE
PARAGMILK.NS,Parag Milk Foods Limited,INE883N01014,NSE
PARAS.NS,Paras Defence and Space Technologies Limited,INE045601023,NSE
PARKHOSPS.NS,Park Medi World Limited,INE119201023,NSE
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,INE988S01028,NSE
PASHUPATI.NS,Pashupati Cotspin Limited,INE124Y01028,NSE
PASUPTAC.NS,Pasupati Acrylon Limited,INE818B01023,NSE
PATANJALI.NS,Patanjali Foods Limited,INE619A01035,NSE
PATELENG.NS,Patel Engineering Limited,INE244B01030,NSE
PATELRMART.NS,Patel Retail Limited,INE0R8B01010,NSE
PATINTLOG.NS,Patel Integrated Logistics Limited,INE529D01014,NSE
PAUSHAKLTD.NS,Paushak Limited,INE111F01024,NSE
PAYTM.NS,One 97 Communications Limited,INE982J01020,NSE
PCBL.NS,PCBL Chemical Limited,INE602A01031,NSE
PCJEWELLER.NS,PC Jeweller Limited,INE785M01021,NSE
PDMJEPAPER.NS,Pudumjee Paper Products Limited,INE865T01018,NSE
PDSL.NS,PDS Limited,INE111Q01021,NSE
PENIND.NS,Pennar Industries Limited,INE932A01024,NSE
PERSISTENT.NS,Persistent Systems Limited,INE262H01021,NSE
PETRONET.NS,Petronet LNG Limited,INE347G01014,NSE
PFC.NS,Power Finance Corporation Limited,INE134E01011,NSE
PFIZER.NS,Pfizer Limited,INE182A01018,NSE
PFS.NS,PTC India Financial Services Limited,INE560K01014,NSE
PGEL.NS,PG Electroplast Limited,INE457L01029,NSE
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,NSE
PGHL.NS,Procter & Gamble Health Limited,INE199A01012,NSE
PGIL.NS,Pearl Global Industries Limited,INE940H01022,NSE
PHOENIXLTD.NS,The Phoenix Mills Limited,INE211B01039,NSE
PICCADIL.NS,Piccadily Agro Industries Limited,INE546C01010,NSE
PIDILITIND.NS,Pidilite Industries Limited,INE318A01026,NSE
PIGL.NS,Power & Instrumentation (Gujarat) Limited,INE557Z01018,NSE
PIIND.NS,PI Industries Limited,INE603J01030,NSE
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,INE417C01014,NSE
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,INE600A01035,NSE
PINELABS.NS,Pine Labs Limited,INE15B701018,NSE
PIONEEREMB.NS,Pioneer Embroideries Limited,INE156C01018,NSE
PIONRINV.NS,Pioneer Investcorp Limited,INE746D01014,NSE
PIRAMALFIN.NS,Piramal Finance Limited,INE202B01038,NSE
PITTIENG.NS,Pitti Engineering Limited,INE450D01021,NSE
PIXTRANS.NS,Pix Transmissions Limited,INE751B01018,NSE
PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited,INE431F01018,NSE
PLASTIBLEN.NS,Plastiblends India Limited,INE083C01022,NSE
PLATIND.NS,Platinum Industries Limited,INE0PT501018,NSE
PML.NS,Paul Merchants Limited,INE291E01019,NSE
PNB.NS,Punjab National Bank,INE160A01022,NSE
PNBGILTS.NS,PNB Gilts Limited,INE859A01011,NSE
PNBHOUSING.NS,PNB Housing Finance Limited,INE572E01012,NSE
PNCINFRA.NS,PNC Infratech Limited,INE195J01029,NSE
PNGJL.NS,P N Gadgil Jewellers Limited,INE953R01016,NSE
PNGSREVA.NS,PNGS Reva Diamond Jewellery Limited,INE1RDG01013,NSE
POCL.NS,Pondy Oxides & Chemicals Limited,INE063E01053,NSE
PODDARMENT.NS,Poddar Pigments Limited,INE371C01013,NSE
POKARNA.NS,Pokarna Limited,INE637C01025,NSE
POLICYBZR.NS,PB Fintech Limited,INE417T01026,NSE
POLYCAB.NS,Polycab India Limited,INE455K01017,NSE
POLYMED.NS,Poly Medicure Limited,INE205C01021,NSE
POLYPLEX.NS,Polyplex Corporation Limited,INE633B01018,NSE
PONNIERODE.NS,Ponni Sugars (Erode) Limited,INE838E01017,NSE
POONAWALLA.NS,Poonawalla Fincorp Limited,INE511C01022,NSE
POWERGRID.NS,Power Grid Corporation of India Limited,INE752E01010,NSE
POWERICA.NS,Powerica Limited,INE921L01032,NSE
POWERINDIA.NS,Hitachi Energy India Limited,INE07Y701011,NSE
POWERMECH.NS,Power Mech Projects Limited,INE211R01019,NSE
PPAP.NS,PPAP Automotive Limited,INE095I01015,NSE
PPL.NS,Prakash Pipes Limited,INE050001010,NSE
PPLPHARMA.NS,Piramal Pharma Limited,INE0DK501011,NSE
PRABHA.NS,Prabha Energy Limited,INE0I0M01023,NSE
PRADPME.NS,Pradeep Metals Limited,INE770A01010,NSE
PRAENG.NS,Prajay Engineers Syndicate Limited,INE505C01016,NSE
PRAJIND.NS,Praj Industries Limited,INE074A01025,NSE
PRAKASH.NS,Prakash Industries Limited,INE603A01013,NSE
PRAKASHSTL.NS,Prakash Steelage Limited,INE696K01024,NSE
PRAVEG.NS,Praveg Limited,INE722B01019,NSE
PRECAM.NS,Precision Camshafts Limited,INE484I01029,NSE
PRECWIRE.NS,Precision Wires India Limited,INE372C01037,NSE
PREMCO.NS,Premco Global Limited,INE001E01012,NSE
PREMEXPLN.NS,Premier Explosives Limited,INE863B01029,NSE
PREMIERENE.NS,Premier Energies Limited,INE0BS701011,NSE
PRESTIGE.NS,Prestige Estates Projects Limited,INE811K01011,NSE
PRICOLLTD.NS,Pricol Limited,INE726V01018,NSE
PRIMESECU.NS,Prime Securities Limited,INE032B01021,NSE
PRIMO.NS,Primo Chemicals Limited,INE607A01022,NSE
PRINCEPIPE.NS,Prince Pipes And Fittings Limited,INE689W01016,NSE
PRITIKAUTO.NS,Pritika Auto Industries Limited,INE583R01029,NSE
PRIVISCL.NS,Privi Speciality Chemicals Limited,INE959A01019,NSE
PROSTARM.NS,Prostarm Info Systems Limited,INE0BX301013,NSE
PROTEAN.NS,Protean eGov Technologies Limited,INE004A01022,NSE
PROZONER.NS,Prozone Realty Limited,INE195N01013,NSE
PRSMJOHNSN.NS,Prism Johnson Limited,INE010A01011,NSE
PRUDENT.NS,Prudent Corporate Advisory Services Limited,INE00F201020,NSE
PRUDMOULI.NS,Prudential Sugar Corporation Limited,INE024D01016,NSE
PSB.NS,Punjab & Sind Bank,INE608A01012,NSE
PSPPROJECT.NS,PSP Projects Limited,INE488V01015,NSE
PTC.NS,PTC India Limited,INE877F01012,NSE
PTCIL.NS,PTC Industries Limited,INE596F01018,NSE
PTL.NS,PTL Enterprises Limited,INE034D01049,NSE
PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,INE277B01014,NSE
PURVA.NS,Puravankara Limited,INE323I01011,NSE
PVP.NS,PVP Ventures Limited,INE362A01016,NSE
PVRINOX.NS,PVR INOX Limited,INE191H01014,NSE
PVSL.NS,Popular Vehicles and Services Limited,INE772T01024,NSE
PWL.NS,Physicswallah Limited,INE0LP301011,NSE
PYRAMID.NS,Pyramid Technoplast Limited,INE0MIS01010,NSE
QPOWER.NS,Quality Power Electrical Equipments Limited,INE0SII01026,NSE
QUADFUTURE.NS,Quadrant Future Tek Limited,INE0LRY01011,NSE
QUESS.NS,Quess Corp Limited,INE615P01015,NSE
QUICKHEAL.NS,Quick Heal Technologies Limited,INE306L01010,NSE
QUINT.NS,Quint Digital Limited,INE641R01017,NSE
RACLGEAR.NS,RACL Geartech Limited,INE704B01017,NSE
RADAAN.NS,Radaan Mediaworks India Limited,INE874F01027,NSE
RADHIKAJWE.NS,Radhika Jeweltech Limited,INE583V01021,NSE
RADIANTCMS.NS,Radiant Cash Management Services Limited,INE855R01021,NSE
RADICO.NS,Radico Khaitan Limited,INE944F01028,NSE
RAILTEL.NS,Railtel Corporation Of India Limited,INE0DD101019,NSE
RAIN.NS,Rain Industries Limited,INE855B01025,NSE
RAINBOW.NS,Rainbow Childrens Medicare Limited,INE961O01016,NSE
RAJOOENG.NS,Rajoo Engineers Limited,INE535F01024,NSE
RAJPALAYAM.NS,Rajapalayam Mills Limited,INE296E01026,NSE
RAJRATAN.NS,Rajratan Global Wire Limited,INE451D01029,NSE
RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,INE562B01019,NSE
RAJTV.NS,Raj Television Network Limited,INE952H01027,NSE
RALLIS.NS,Rallis India Limited,INE613A01020,NSE
RAMANEWS.NS,Shree Rama Newsprint Limited,INE278B01020,NSE
RAMAPHO.NS,Rama Phosphates Limited,INE809A01032,NSE
RAMASTEEL.NS,Rama Steel Tubes Limited,INE230R01035,NSE
RAMCOCEM.NS,The Ramco Cements Limited,INE331A01037,NSE
RAMCOIND.NS,Ramco Industries Limited,INE614A01028,NSE
RAMCOSYS.NS,Ramco Systems Limited,INE246B01019,NSE
RAMKY.NS,Ramky Infrastructure Limited,INE874I01013,NSE
RAMRAT.NS,Ram Ratna Wires Limited,INE207E01023,NSE
RANASUG.NS,Rana Sugars Limited,INE625B01014,NSE
RANEHOLDIN.NS,Rane Holdings Limited,INE384A01010,NSE
RATEGAIN.NS,Rategain Travel Technologies Limited,INE0CLI01024,NSE
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,INE703B01027,NSE
RATNAVEER.NS,Ratnaveer Precision Engineering Limited,INE05CZ01011,NSE
RAYMOND.NS,Raymond Limited,INE301A01014,NSE
RAYMONDLSL.NS,Raymond Lifestyle Limited,INE02ID01020,NSE
RAYMONDREL.NS,Raymond Realty Limited,INE1SY401010,NSE
RBA.NS,Restaurant Brands Asia Limited,INE07T201019,NSE
RBLBANK.NS,RBL Bank Limited,INE976G01028,NSE
RBZJEWEL.NS,RBZ Jewellers Limited,INE0PEQ01016,NSE
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,NSE
RECLTD.NS,REC Limited,INE020B01018,NSE
REDINGTON.NS,Redington Limited,INE891D01026,NSE
REDTAPE.NS,Redtape Limited,INE0LXT01019,NSE
REFEX.NS,Refex Industries Limited,INE056I01025,NSE
REGENCERAM.NS,Regency Ceramics Limited,INE277C01012,NSE
RELAXO.NS,Relaxo Footwears Limited,INE131B01039,NSE
RELCHEMQ.NS,Reliance Chemotex Industries Limited,INE750D01016,NSE
RELIABLE.NS,Reliable Data Services Limited,INE375Y01018,NSE
RELIANCE.NS,Reliance Industries Limited,INE002A01018,NSE
RELIGARE.NS,Religare Enterprises Limited,INE621H01010,NSE
RELTD.NS,Ravindra Energy Limited,INE206N01018,NSE
REMSONSIND.NS,Remsons Industries Limited,INE474C01023,NSE
RENUKA.NS,Shree Renuka Sugars Limited,INE087H01022,NSE
REPCOHOME.NS,Repco Home Finance Limited,INE612J01015,NSE
REPRO.NS,Repro India Limited,INE461B01014,NSE
RESPONIND.NS,Responsive Industries Limited,INE688D01026,NSE
RETAIL.NS,JHS Svendgaard Retail Ventures Limited,INE03DD01011,NSE
RGL.NS,Renaissance Global Limited,INE722H01024,NSE
RHETAN.NS,Rhetan TMT Limited,INE0KKN01029,NSE
RHIM.NS,RHI MAGNESITA INDIA LIMITED,INE743M01012,NSE
RHL.NS,Robust Hotels Limited,INE508K01013,NSE
RICOAUTO.NS,Rico Auto Industries Limited,INE209B01025,NSE
RIIL.NS,Reliance Industrial Infrastructure Limited,INE046A01015,NSE
RISHABH.NS,Rishabh Instruments Limited,INE0N2P01017,NSE
RITCO.NS,Ritco Logistics Limited,INE01EG01016,NSE
RITES.NS,RITES Limited,INE320J01015,NSE
RKDL.NS,Ravi Kumar Distilleries Limited,INE722J01012,NSE
RKEC.NS,RKEC Projects Limited,INE786W01010,NSE
RKFORGE.NS,Ramkrishna Forgings Limited,INE399G01023,NSE
RKSWAMY.NS,R K Swamy Limited,INE0NQ801033,NSE
RMDRIP.NS,R M Drip and Sprinklers Systems Limited,INE219Y01026,NSE
RML.NS,Rane (Madras) Limited,INE050H01012,NSE
ROHLTD.NS,Royal Orchid Hotels Limited,INE283H01019,NSE
ROLEXRINGS.NS,Rolex Rings Limited,INE645S01024,NSE
ROML.NS,Raj Oil Mills Limited,INE294G01026,NSE
ROSSARI.NS,Rossari Biotech Limited,INE02A801020,NSE
ROSSELLIND.NS,Rossell India Limited,INE847C01020,NSE
ROSSTECH.NS,Rossell Techsys Limited,INE0OJW01016,NSE
ROTO.NS,Roto Pumps Limited,INE535D01037,NSE
ROUTE.NS,ROUTE MOBILE LIMITED,INE450U01017,NSE
RPEL.NS,Raghav Productivity Enhancers Limited,INE912T01018,NSE
RPGLIFE.NS,RPG Life Sciences Limited,INE105J01010,NSE
RPOWER.NS,Reliance Power Limited,INE614G01033,NSE
RPPINFRA.NS,R.P.P. Infra Projects Limited,INE324L01013,NSE
RPPL.NS,Rajshree Polypack Limited,INE760W01023,NSE
RPSGVENT.NS,RPSG VENTURES LIMITED,INE425Y01011,NSE
RPTECH.NS,Rashi Peripherals Limited,INE0J1F01024,NSE
RRIL.NS,RRIL Limited,INE951M01037,NSE
RRKABEL.NS,R R Kabel Limited,INE777K01022,NSE
RSDFIN.NS,RSD Finance Limited,INE616F01022,NSE
RSL.NS,Rajputana Stainless Limited,INE313L01016,NSE
RSWM.NS,RSWM Limited,INE611A01016,NSE
RSYSTEMS.NS,R Systems International Limited,INE411H01032,NSE
RTNINDIA.NS,RattanIndia Enterprises Limited,INE834M01019,NSE
RTNPOWER.NS,RattanIndia Power Limited,INE399K01017,NSE
RUBFILA.NS,Rubfila International Limited,INE642C01025,NSE
RUBICON.NS,Rubicon Research Limited,INE506V01022,NSE
RUBYMILLS.NS,The Ruby Mills Limited,INE301D01026,NSE
RUCHINFRA.NS,Ruchi Infrastructure Limited,INE413B01023,NSE
RUCHIRA.NS,Ruchira Papers Limited,INE803H01014,NSE
RUPA.NS,Rupa & Company Limited,INE895B01021,NSE
RUSHIL.NS,Rushil Decor Limited,INE573K01025,NSE
RUSTOMJEE.NS,Keystone Realtors Limited,INE263M01029,NSE
RVHL.NS,Ravinder Heights Limited,INE09E501017,NSE
RVNL.NS,Rail Vikas Nigam Limited,INE415G01027,NSE
RVTH.NS,Revathi Equipment India Limited,INE0DAB01012,NSE
SAATVIKGL.NS,Saatvik Green Energy Limited,INE13B501022,NSE
SADBHIN.NS,Sadbhav Infrastructure Project Limited,INE764L01010,NSE
SAFARI.NS,Safari Industries (India) Limited,INE429E01023,NSE
SAGARDEEP.NS,Sagardeep Alloys Limited,INE976T01013,NSE
SAGCEM.NS,Sagar Cements Limited,INE229C01021,NSE
SAGILITY.NS,SAGILITY LIMITED,INE0W2G01015,NSE
SAHLIBHFI.NS,Shalibhadra Finance Limited,INE861D01011,NSE
SAHYADRI.NS,Sahyadri Industries Limited,INE280H01015,NSE
SAIL.NS,Steel Authority of India Limited,INE114A01011,NSE
SAILIFE.NS,Sai Life Sciences Limited,INE570L01029,NSE
SAIPARENT.NS,Sai Parenterals Limited,INE0H9F01037,NSE
SAKAR.NS,Sakar Healthcare Limited,INE732S01012,NSE
SAKHTISUG.NS,Sakthi Sugars Limited,INE623A01011,NSE
SAKSOFT.NS,Saksoft Limited,INE667G01023,NSE
SALASAR.NS,Salasar Techno Engineering Limited,INE170V01027,NSE
SALONA.NS,Salona Cotspin Limited,INE498E01010,NSE
SALZERELEC.NS,Salzer Electronics Limited,INE457F01013,NSE
SAMBHV.NS,Sambhv Steel Tubes Limited,INE12NJ01018,NSE
SAMHI.NS,Samhi Hotels Limited,INE08U801020,NSE
SAMMAANCAP.NS,Sammaan Capital Limited,INE148I01020,NSE
